id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1710185,Design house with garden and private free garage,9022623,Bart & Daisy,,Ledeberg,51.03455,3.74213,Entire home/apt,132,3,36,2019-09-23,0.36,1,59,0,
1720808,unique loftspace with garden,9071229,Mieke,,Sluizeken - Tolhuis - Ham,51.05873,3.73785,Entire home/apt,141,4,17,2019-08-10,0.17,1,124,0,
1723685,warm and cosy 2 bedroom appartment central Gent,9072131,Mieke,,Elisabethbegijnhof - Papegaai,51.05533,3.71361,Entire home/apt,65,3,269,2021-12-20,2.70,1,113,7,
1754719,Band Resort 1.1. - Rent Appartment,9228510,Vincent,,Binnenstad,51.05478,3.72724,Entire home/apt,400,2,182,2021-12-19,1.84,1,353,20,
1790941,CLEAR AND LIGHTFULL APARTMENT CENTRE OF GHENT,4974034,Carmen,,Elisabethbegijnhof - Papegaai,51.05353,3.71675,Entire home/apt,62,3,176,2021-12-12,1.81,2,132,6,
1858310,"Sunny duplex, small and all-in loft studio",9696770,Tomas,,Stationsbuurt Noord,51.04114,3.71358,Entire home/apt,52,1,499,2021-11-28,5.04,1,331,45,
1894366,Spacious Apartment in centre Ghent,9844612,Sofia,,Binnenstad,51.05534,3.72888,Entire home/apt,77,2,273,2020-09-19,2.91,1,0,0,
1981738,Small loft + private bathroom,10225820,Peter,,Oud Gentbrugge,51.04052,3.74554,Entire home/apt,55,2,258,2021-12-12,2.66,1,355,20,
2031176,Modern flat 2 bedr close to  center,10429259,Christel,,Elisabethbegijnhof - Papegaai,51.05393,3.71171,Entire home/apt,146,3,60,2021-07-26,0.66,7,56,1,
2031654,Duplex Studio near historical center Ghent,10429259,Christel,,Elisabethbegijnhof - Papegaai,51.05393,3.71171,Entire home/apt,115,3,40,2021-11-22,0.44,7,149,1,
2043584,Lounge in the Intimate Urban Garden at a Retro Getaway,10479270,Nina,,Elisabethbegijnhof - Papegaai,51.05872,3.7138,Entire home/apt,90,2,465,2021-12-19,4.81,1,168,36,
2048007,"Modern flat - 2 bed, 2 bath",10429259,Christel,,Elisabethbegijnhof - Papegaai,51.05393,3.71171,Entire home/apt,145,3,47,2021-08-28,0.49,7,134,2,
2048223,Cute House at 7km from Ghent center,10429259,Christel,,Drongen,51.03791,3.63117,Entire home/apt,145,3,42,2021-12-08,0.48,7,134,2,
2082353,"Cosy, sunny and spacious house with city garden",9075008,Wouter,,Ledeberg,51.03921,3.74119,Entire home/apt,187,2,132,2021-11-21,1.36,1,353,10,
2138676,Appartement Centrum aan Water “roomS with a view”,10913980,Ronny,,Macharius - Heirnis,51.04364,3.74016,Entire home/apt,97,2,91,2021-09-03,0.94,1,273,3,
2216415,A bright apartment in Ghent (50m²),11304146,Kristof,,Macharius - Heirnis,51.05421,3.73572,Entire home/apt,49,40,63,2021-02-20,0.65,3,316,2,
2398101,Ingericht appartement aan de rand van de stad,5298594,Isabelle,,Ledeberg,51.03439,3.73389,Entire home/apt,120,3,10,2021-07-18,0.29,1,329,1,
2495356,Entrée d'Artistes@Historical Ghent-Centre,12772331,Ann,,Sluizeken - Tolhuis - Ham,51.0609,3.72541,Private room,51,1,358,2021-12-12,3.81,1,82,17,
2525482,Located 3 km from center . ( room ),12931085,Koen,,Bloemekenswijk,51.07462,3.70748,Private room,250,1,0,,,1,365,0,
2737715,Marcel de Gand Business & Travel Flats II,10867946,Sandra,,Mariakerke,51.06769,3.68042,Private room,120,2,0,,,2,146,0,
2737739,Marcel de Gand Business & Travel Flats I,10867946,Sandra,,Mariakerke,51.06858,3.681,Private room,120,2,1,2019-07-06,0.03,2,154,0,
2753095,Studio 1 - Modern on first floor,10429259,Christel,,Elisabethbegijnhof - Papegaai,51.05884,3.71375,Entire home/apt,99,3,17,2021-08-23,0.19,7,325,2,
3120783,Villa-Emma - 3000m2 tuin:Tilia,15853573,Georges,,Sint Amandsberg,51.07352,3.75701,Private room,130,1,8,2018-11-02,0.09,2,312,0,
3124062,Villa-Emma - 3000m2 tuin:Acacia,15853573,Georges,,Sint Amandsberg,51.07476,3.75701,Private room,145,1,6,2021-07-04,0.07,2,309,1,
3331706,Studio 2 - new in center of Ghent,10429259,Christel,,Elisabethbegijnhof - Papegaai,51.05886,3.71374,Entire home/apt,99,3,18,2021-08-11,0.20,7,78,1,
3373603,Studio 3 - new in center of Ghent,10429259,Christel,,Elisabethbegijnhof - Papegaai,51.06004,3.71355,Entire home/apt,93,3,4,2021-08-15,0.05,7,4,2,
3406443,spacious loft/apartment up to 5  people,17180388,Gerda,,Sluizeken - Tolhuis - Ham,51.06337,3.72906,Entire home/apt,175,10,89,2019-01-02,0.98,6,113,0,
3416308,Double room/studio with terrace,17180388,Gerda,,Sluizeken - Tolhuis - Ham,51.06467,3.72911,Private room,75,7,17,2019-08-13,0.19,6,114,0,
3449406,furnished 3 bedroom apartment on the second floor,17180388,Gerda,,Sluizeken - Tolhuis - Ham,51.06331,3.72953,Entire home/apt,150,4,30,2019-08-31,0.33,6,0,0,
3519738,SINT-IVO  Deluxe Appartement,17549371,Barbara,,Elisabethbegijnhof - Papegaai,51.05729,3.71852,Entire home/apt,139,3,124,2020-02-17,1.42,1,194,0,
3611653,Duplex in historical Ghent /parking,18198634,Isabelle,,Binnenstad,51.05217,3.72546,Entire home/apt,178,2,296,2021-11-07,3.28,1,298,18,
3771542,Welcome to Ghent!,14010952,Filip,,Watersportbaan - Ekkergem,51.05479,3.70792,Private room,60,1,43,2017-06-10,0.49,1,84,0,
3798332,"Design loft, super view + parking!",8471665,Glynis,,Watersportbaan - Ekkergem,51.04658,3.7205,Entire home/apt,88,2,293,2021-11-14,3.28,1,272,41,
3803585,Beautiful and comfortable bedroom,19543730,Vera,,Binnenstad,51.04973,3.73526,Private room,65,2,114,2021-08-15,1.28,1,108,1,
3831324,Home Trietje 1 **,19054548,Ly,,Mariakerke,51.07219,3.68789,Entire home/apt,209,7,29,2020-03-13,0.35,2,1,0,
3932670,"Cosy room in medieval house, centre",3545702,Trui,,Sluizeken - Tolhuis - Ham,51.06027,3.72539,Private room,28,3,206,2021-12-06,2.92,1,52,5,
3944527,Beautiful duplex with large terrace,20440272,An & Jacky,,Stationsbuurt Zuid,51.02532,3.70895,Entire home/apt,119,7,12,2018-11-11,0.15,1,0,0,
3951890,Apartment: 20% off (scaffold in front of terras),17773318,Philip En Fabi,,Ledeberg,51.03622,3.73606,Entire home/apt,70,30,191,2021-12-20,2.15,1,251,6,
4042376,"Ruime, lichte stadswoning in Gent",20476306,Tammy,,Sint Amandsberg,51.05904,3.74713,Entire home/apt,100,3,35,2021-08-10,0.40,1,239,3,
4104274,"Room in nice appt 15min walk to centre, free bikes",21290432,Sofie,,Binnenstad,51.03752,3.73251,Private room,55,2,113,2021-11-27,1.28,1,140,9,
4116739,Room in Central and Spacious Apartment,21358179,Bart,,Watersportbaan - Ekkergem,51.04406,3.7122,Private room,32,7,10,2021-11-03,0.11,3,85,1,
4275275,"'The Crown' App 2p, free CoffeeHouse Breakfast",22195789,Thomas,,Elisabethbegijnhof - Papegaai,51.05387,3.71612,Entire home/apt,80,1,308,2021-12-05,3.54,4,288,55,
4330284,Séjour de charme au coeur de Gand.,8203256,Annik & Kristof,,Binnenstad,51.05448,3.72842,Private room,150,1,32,2021-12-20,0.42,2,336,7,
4368485,Stay in Central and Young Apartment,21358179,Bart,,Watersportbaan - Ekkergem,51.04539,3.71355,Entire home/apt,64,7,3,2015-02-01,0.04,3,108,0,
4477376,comfortable apartment / 2 bedrooms,17180388,Gerda,,Sluizeken - Tolhuis - Ham,51.06426,3.73105,Entire home/apt,80,5,3,2019-07-31,0.07,6,0,0,
4498791,Spacious Apartment with terrace. Perfect location,23333629,Mia,,Binnenstad,51.04403,3.72171,Entire home/apt,74,30,93,2020-07-26,1.07,2,235,0,
4550799,Artist habitat in the center (6pax),23595340,Gaby,,Binnenstad,51.05643,3.72107,Private room,100,2,60,2021-12-19,0.71,2,339,3,
4591763,Romantic boat in Gent,23801608,Hans,,Oud Gentbrugge,51.04363,3.74312,Entire home/apt,80,1,373,2021-12-09,4.32,1,157,90,
4595143,Mayflower Studio,23819348,Carine,,Gentbrugge,51.04433,3.76241,Private room,95,7,9,2020-12-20,0.11,1,341,0,
4645775,"★Charming & Historic villa, garden & free parking★",5438353,Sofie,,Stationsbuurt Noord,51.03903,3.71318,Entire home/apt,130,2,225,2021-12-19,3.04,1,304,41,
4696196,Artist habitat in the center (2pax),23595340,Gaby,,Binnenstad,51.05679,3.7233,Private room,105,2,39,2021-11-14,0.46,2,329,5,
4861996,Quiet neighbourhood close to the city center.,25009089,Siel,,Oud Gentbrugge,51.0442,3.74658,Entire home/apt,92,2,43,2021-12-19,1.83,1,355,22,
4975295,RAAMHOF Luxurious Family Duplex,6226459,Simon,,Elisabethbegijnhof - Papegaai,51.0552,3.71664,Entire home/apt,107,2,132,2021-12-06,1.58,2,343,6,
5224982,Water side stay in art deco cabin,13829824,Francis,,Wondelgem,51.0752,3.72692,Entire home/apt,125,2,181,2021-11-28,2.17,6,348,24,
5273113,Your home for a stay of minimum 5 nights.,27297880,Kristiaan,,Stationsbuurt Noord,51.03323,3.72638,Private room,61,5,9,2021-12-12,0.23,1,105,3,
5303608,La cabane,18097910,Gino,,Dampoort,51.059704,3.74287,Entire home/apt,75,1,716,2021-12-23,8.61,1,347,100,
5321887,"Bright, spacious room with priv bathroom + terrace",2508856,Tibbe,,Stationsbuurt Noord,51.04214,3.70473,Private room,42,1,76,2021-08-29,1.19,2,0,10,
5360086,B&B Au contraire,27785737,Griet,,Stationsbuurt Noord,51.03344,3.72238,Private room,70,1,91,2020-03-15,1.09,2,361,0,
5498400,"Entre dos aguas, next to a citypark",310389,Dirk,,Macharius - Heirnis,51.04415,3.74018,Entire home/apt,118,2,83,2021-12-12,1.01,1,268,6,
5590250,"Modern, Luxurious, Quiet",28983914,Birger,,Stationsbuurt Zuid,51.02975,3.70935,Private room,34,3,80,2021-04-12,1.00,1,287,3,
5694820,Baudelo's duplex apartment (air conditioning),29523955,Anne-Marie,,Binnenstad,51.0583,3.72895,Entire home/apt,220,2,338,2021-09-26,4.11,1,172,1,
5808759,Nice room in an old brickyard,30138838,Chantal,,Brugse Poort - Rooigem,51.06147,3.70259,Private room,96,1,11,2021-11-14,0.14,1,149,3,
5908287,Designer Loft,29314978,Martine,,Brugse Poort - Rooigem,51.05447,3.69901,Entire home/apt,148,2,171,2021-12-20,2.19,1,170,23,
6047932,"Eigentijds, modern met veel charme",31386948,Christine,,Binnenstad,51.05603,3.72986,Entire home/apt,93,3,8,2018-11-02,0.14,1,0,0,
6054825,Bright apt. with free parking and free bicycles,757037,Wim,,Mariakerke,51.07149,3.69344,Entire home/apt,68,2,258,2021-12-12,3.18,1,233,18,
6212644,Nieuwe woning in historisch centrum,32214647,Gino,,Elisabethbegijnhof - Papegaai,51.05851,3.71744,Private room,350,2,55,2021-12-12,0.71,1,138,6,
6279703,"Boutique B&B with free bikes, wifi, coffee or tea.",9627775,Maison MIELOU,,Sint Amandsberg,51.06104,3.74841,Private room,125,2,12,2016-10-23,0.15,4,346,0,
6290026,"COSY APARTMENT, free bikes, wifi, coffee/tea",9627775,Maison MIELOU,,Sint Amandsberg,51.06053,3.7474,Entire home/apt,115,5,14,2020-01-04,0.17,4,53,0,
6441548,FoudeGand.be - For Expats & Business Travellers,33631603,Peter,,Binnenstad,51.04567,3.73233,Entire home/apt,100,30,70,2021-09-02,0.96,1,353,3,
6517280,Vintage appartement/penthouse!,4817718,Stijn,,Watersportbaan - Ekkergem,51.05006,3.71056,Entire home/apt,69,2,47,2021-10-17,1.18,1,113,9,
6695016,Luxury Duplex in Historic Centre,34821696,Oliver,,Binnenstad,51.05749,3.72677,Entire home/apt,132,1,432,2021-11-29,5.48,1,35,32,
6722473,Quiet 'antique room' near station!,26787873,Greet,,Stationsbuurt Zuid,51.03261,3.71081,Private room,47,3,423,2021-08-22,5.33,1,176,2,
6807238,Uniek huisje in tuin centrum Gent,5050531,Bart,,Sluizeken - Tolhuis - Ham,51.06078,3.72914,Entire home/apt,80,2,39,2021-11-22,0.49,1,356,12,
6810537,For lovers of green and vintage :-),35652922,Thomas,,Ledeberg,51.03308,3.74379,Entire home/apt,65,5,29,2020-01-03,0.37,1,236,0,
6845309,Bed and Breakfast Mentari - Teratai,35857974,Pieter En Kartini,,Wondelgem,51.08519,3.69991,Private room,80,2,3,2019-01-02,0.04,2,180,0,
6883371,Bed and Breakfast Mentari - Melati,35857974,Pieter En Kartini,,Wondelgem,51.08343,3.69947,Private room,85,2,3,2021-08-24,0.04,2,181,1,
6918908,Private and peaceful studio,10349286,Emilia,,Zwijnaarde,50.99913,3.71605,Entire home/apt,36,3,37,2021-12-11,0.47,1,237,3,
6951050,Bright & Cosy City Centre apartment Ghent,15300260,"Aron, Dave & Myriam",,Rabot  - Blaisantvest,51.06098,3.71502,Entire home/apt,75,30,100,2021-06-30,1.32,3,323,4,
7378878,Family house in Ghent city center,138572,Tom,,Binnenstad,51.04386,3.72971,Entire home/apt,200,5,9,2020-01-02,0.22,1,51,0,
7556348,RENOVATED DUPLEX IN THE CENTRE,3362271,Céline,,Sluizeken - Tolhuis - Ham,51.06449,3.72623,Private room,57,2,160,2021-12-19,2.07,1,355,22,
7568806,Citycentre design app+garage+breakf,39681783,Ben/Barbara,,Binnenstad,51.05809,3.72714,Entire home/apt,105,1,498,2021-12-03,6.40,1,341,37,
7683600,Studio Guarda La Fotografia - Ghent,40352209,Filip,,Binnenstad,51.05123,3.7253,Entire home/apt,82,1,334,2021-12-20,4.44,2,338,78,
7705950,Nice & comfy room near Ghent city,28618260,Marijke,,Oud Gentbrugge,51.04505,3.74735,Private room,50,1,6,2021-08-22,0.25,1,0,3,
7906845,"Complete renovated house, spacious!",7679698,Wim,,Brugse Poort - Rooigem,51.06161,3.69804,Entire home/apt,130,4,75,2021-11-01,0.97,2,335,2,
7906941,"Volledig huis,alle comfort,privacy!",7679698,Wim,,Brugse Poort - Rooigem,51.06162,3.69804,Entire home/apt,131,4,110,2021-11-22,1.44,2,335,6,
7918142,"Bright, peaceful apartment surrounded by nature",12733830,Jelle,,Brugse Poort - Rooigem,51.05387,3.69125,Entire home/apt,70,2,66,2021-11-19,2.25,1,0,24,
8066950,"Sleepin'Bont, a central & spacious spot",42607240,Karen,,Macharius - Heirnis,51.05271,3.73712,Entire home/apt,95,2,119,2020-03-08,1.83,1,0,0,
8077970,Loft Lien in Gent Centrum,42670243,Herlinde,,Watersportbaan - Ekkergem,51.05189,3.70813,Entire home/apt,80,2,39,2021-11-21,0.52,1,82,2,
8282345,B&B Halewijn,43671238,Christine,,Drongen,51.05343,3.61825,Private room,97,1,10,2021-11-14,0.13,2,339,1,
8296779,B&B Halewijn,43671238,Christine,,Drongen,51.05164,3.61841,Private room,97,1,13,2021-08-07,0.17,2,340,1,
8338763,Romantic suite along the waterfront,43955111,Stijn En Edith,,Brugse Poort - Rooigem,51.06295,3.70238,Private room,75,2,19,2018-07-22,0.25,2,176,0,
8347942,Spacious loft in the historical centre,39837750,Laurens,,Elisabethbegijnhof - Papegaai,51.05237,3.72016,Entire home/apt,101,2,343,2021-12-06,5.07,1,66,48,
8366610,Sunny & Stylish Loft in the Heart of the Old Town.,20327558,Dirk,,Binnenstad,51.05367,3.72258,Entire home/apt,99,3,163,2021-09-27,2.14,1,316,4,
8480136,Ruime gezinswoning met stadstuin,6552370,Heidi,,Ledeberg,51.03867,3.74253,Entire home/apt,125,4,15,2021-08-07,0.21,1,0,1,
8482980,Modern spacious house near the city centre.,24314613,Klaas,,Sint Amandsberg,51.06423,3.75269,Entire home/apt,95,4,1,2020-07-22,0.06,1,348,0,
8512243,Apartment in the Prinsenhof quarter,44823655,Francis,,Elisabethbegijnhof - Papegaai,51.0572,3.71549,Private room,78,1,7,2020-03-19,0.10,2,114,0,
8766948,Stylish apartment city centre Ghent,10131924,Dymphne,,Binnenstad,51.0507,3.73034,Entire home/apt,70,2,93,2021-11-05,1.23,1,341,30,
8770187,"Room in Ghent, close to center + public transport",5566420,Jerome,,Stationsbuurt Noord,51.03674,3.71382,Private room,50,2,85,2020-02-23,1.13,1,82,0,
8836731,Modern appartement met sauna + zonovergoten terras,11361327,Leen,,Watersportbaan - Ekkergem,51.04933,3.70871,Private room,150,1,0,,,1,91,0,
8963647,2 Bedroom apartment centre Ghent,14549050,Wouter,,Elisabethbegijnhof - Papegaai,51.05376,3.71152,Entire home/apt,144,2,75,2021-08-16,1.07,1,342,2,
9024440,Authentic charm in medieval quarter,13037514,Marie-Catherine,,Binnenstad,51.05722,3.72101,Private room,63,1,142,2020-03-08,1.89,1,0,0,
9038976,Trendy flat in historical centre,46955407,Marleen,,Binnenstad,51.05797,3.72291,Entire home/apt,202,2,22,2021-12-12,0.29,2,360,3,
9048939,Breathtaking Views in ❤ of Ghent with Hot Tub,17321727,Bert,,Elisabethbegijnhof - Papegaai,51.05314,3.72057,Entire home/apt,126,4,109,2021-08-12,1.47,1,30,1,
9087777,Private room in a Belle-Epoque house,47388258,F,,Dampoort,51.05048,3.74484,Private room,24,1,541,2021-12-11,7.22,3,46,73,
9213284,Furnished 2 person apartment for rent in Ghent,25065540,Ram,,Zwijnaarde,51.01164,3.70341,Entire home/apt,49,30,1,2018-12-22,0.03,1,352,0,
9405140,Small houseboat - Kleine woonboot (12 meter),48772653,Eddie,,Brugse Poort - Rooigem,51.06229,3.70207,Entire home/apt,20,30,59,2019-06-02,0.80,1,173,0,
9517251,comfortable 2 bedroom apartment,17180388,Gerda,,Sluizeken - Tolhuis - Ham,51.06502,3.72944,Entire home/apt,70,7,3,2016-04-06,0.04,6,113,0,
9641974,"M/S Carpe-Diem ""Deck House"" - Studio on a Barge",49858029,Filip,,Muide - Meulestede - Afrikalaan,51.06499,3.73675,Entire home/apt,80,3,1,2020-07-20,0.06,2,114,0,
9743759,"Ruim huis in rustige straat, ideaal voor families.",50268558,Eva,,Dampoort,51.04925,3.75158,Entire home/apt,172,14,27,2019-08-08,0.38,1,358,0,
9871840,Maison Mahy - Gentse zolderkamer/studio,46370328,Ben & Lilla,,Sint Amandsberg,51.07093,3.76333,Private room,80,1,30,2021-10-12,1.78,1,127,22,
9892022,Nieuwe flat in historisch centrum,46955407,Marleen,,Binnenstad,51.05406,3.7208,Entire home/apt,169,2,7,2019-12-31,0.10,2,356,0,
9895777,Studio lumineux et confortable,38437518,Catherine,,Stationsbuurt Zuid,51.03704,3.70164,Entire home/apt,74,3,59,2021-11-11,0.82,1,340,6,
9933916,Zebrahouse Ghent: a house with a soul (+breakfast),51060301,Maria Louisa,,Ledeberg,51.04064,3.74279,Entire home/apt,420,7,57,2018-11-04,0.78,2,357,0,
9982414,Leuk appartement in het Prinsenhof,44823655,Francis,,Elisabethbegijnhof - Papegaai,51.05882,3.71398,Private room,78,2,0,,,2,113,0,
10015215,Ruim appartement hartje Gent.,51433840,Collin,,Binnenstad,51.05424,3.72308,Entire home/apt,260,4,99,2021-12-04,1.41,1,212,4,
10083084,Curiosity room in a Belle-Epoque house,47388258,F,,Dampoort,51.05032,3.74704,Private room,27,1,625,2021-12-19,8.55,3,43,84,
10201604,Well-situated and Comfortable Home.,1792071,Sabine,,Stationsbuurt Zuid,51.03176,3.72289,Entire home/apt,92,1,397,2021-12-05,5.49,1,298,27,
10308285,LOFT- Duplex-in canopy of trees center Ghent,53039258,Veerle,,Binnenstad,51.04152,3.72741,Entire home/apt,53,4,16,2019-07-08,0.31,2,63,0,
10312116,Something Els. Appartment in the heart of the city,53059501,Els,,Elisabethbegijnhof - Papegaai,51.05174,3.7182,Entire home/apt,83,2,224,2021-12-19,3.10,2,77,40,
10325779,Charming old center apartment,53135103,Akira & Aris,,Binnenstad,51.0579,3.72054,Entire home/apt,87,1,449,2021-12-05,6.21,3,72,85,
10350818,Old Mansion with loggia in perfect location,23333629,Mia,,Binnenstad,51.04422,3.72189,Entire home/apt,45,3,98,2021-08-14,1.36,2,35,8,
10831917,Spacious apartment with terrace.,56088666,Lieven,,Sint Amandsberg,51.06152,3.75648,Entire home/apt,77,7,1,2016-04-06,0.01,1,264,0,
10842431,Bright & Luxury City Centre apartment in Ghent,15300260,"Aron, Dave & Myriam",,Rabot  - Blaisantvest,51.06072,3.71552,Entire home/apt,72,30,72,2021-12-14,1.03,3,186,8,
11308674,Luxurious suite in the historic centre of Ghent,28517059,Astrid & Gilles,,Binnenstad,51.0564,3.7231,Entire home/apt,142,1,143,2021-12-19,9.19,3,348,129,
11520446,Gezellige kamer,16056459,Line,,Oostakker,51.10539,3.76835,Private room,42,2,34,2021-12-10,0.49,1,364,6,
11538310,Bright spacious room for 2 to 4 persons @Ghent,39312954,Tamara,,Drongen,51.03929,3.66652,Private room,52,2,30,2019-04-07,0.45,2,1,0,
11543219,Cosy room in luxury appartment,15728434,Laurent,,Stationsbuurt Noord,51.03881,3.71767,Private room,61,2,43,2021-11-28,0.61,1,88,3,
11598877,Apartment Ghent,61368922,Agnes,,Stationsbuurt Noord,51.03482,3.71514,Entire home/apt,90,2,19,2020-07-28,0.27,2,3,0,
11606094,Coulourful room in green residential neighbourhood,2508856,Tibbe,,Stationsbuurt Noord,51.04229,3.70398,Private room,28,1,29,2020-08-28,0.42,2,45,0,
11855537,"Rooftop terrace, stunning view in city center",63191355,Dino,,Binnenstad,51.05593,3.72656,Entire home/apt,114,3,86,2021-12-19,1.53,1,341,38,
11939475,Appartement on the ground floor with terras,60345129,Imschoot,,Elisabethbegijnhof - Papegaai,51.05253,3.71447,Entire home/apt,60,2,269,2021-12-23,3.91,1,332,56,
12033706,Run In To Flowers,60347645,Frederik,,Elisabethbegijnhof - Papegaai,51.05634,3.71033,Private room,65,1,0,,,1,363,0,
12103538,Living The Dream - A Hidden Gem,64426079,Bart,,Binnenstad,51.05424,3.72308,Entire home/apt,330,2,101,2021-12-12,1.47,2,305,13,
12104123,Wonderful apartment in the historic center,44774304,Marieke,,Elisabethbegijnhof - Papegaai,51.05039,3.71906,Entire home/apt,92,3,167,2021-12-06,2.49,1,291,11,
12139439,Centre Ghent: design 2p apartment,15903511,Caroline,,Binnenstad,51.04773,3.72394,Private room,100,2,109,2021-11-21,1.58,1,359,9,
12199107,Welcome in our beautiful house,65585483,Annelies,,Sluizeken - Tolhuis - Ham,51.06263,3.72754,Private room,66,2,259,2021-11-26,3.72,1,352,20,
12355758,"ZEBRAHOUSE GHENT, A HOUSE WITH A SOUL (+breakfast)",51060301,Maria Louisa,,Ledeberg,51.04079,3.74275,Entire home/apt,420,2,3,2016-07-15,0.04,2,365,0,
12423613,New duplex guesthouse,24194314,Caroline,,Dampoort,51.0541,3.74264,Entire home/apt,85,2,231,2021-12-19,3.44,1,318,23,
12749066,Good bed in colourfull house,69343106,Ingeborg,,Ledeberg,51.03554,3.74434,Private room,26,2,37,2020-01-03,0.59,2,58,0,
13093076,Bright spacious room with gardenview @Ghent,39312954,Tamara,,Drongen,51.03922,3.66659,Private room,44,1,40,2020-03-08,0.60,2,3,0,
13112422,"Trendy, Cosy, Historical Center",9526236,Marc,,Elisabethbegijnhof - Papegaai,51.05151,3.71614,Entire home/apt,78,3,49,2020-09-27,0.73,2,75,0,
13170409,Vintage urban family house,17951161,Peter,,Ledeberg,51.03532,3.75295,Entire home/apt,160,2,13,2019-12-30,0.21,1,363,0,
13289354,"Bright-light apartment, close to the station",74979203,Daan,,Stationsbuurt Noord,51.0372,3.71306,Entire home/apt,181,2,138,2021-12-10,2.05,1,0,24,
13509414,PROSPERITE BOAT,10970631,Mark And Lucia,,Muide - Meulestede - Afrikalaan,51.06333,3.73655,Entire home/apt,43,1,88,2021-10-01,1.31,1,0,8,
13537299,hof van spanje 1,53550847,Evelyne,,Binnenstad,51.05651,3.72624,Entire home/apt,217,2,49,2021-12-19,0.77,2,42,13,
13561939,hof van spanje 2,53550847,Evelyne,,Binnenstad,51.05631,3.72719,Entire home/apt,217,2,41,2021-11-03,0.65,2,46,7,
13601337,Spacious house with garden along the waterfront,43955111,Stijn En Edith,,Rabot  - Blaisantvest,51.06323,3.70403,Entire home/apt,145,3,13,2021-08-15,0.20,2,271,1,
13633848,"COSY, STYLISH, BRIGHT apartment - city of Ghent",15123546,Tine,,Sluizeken - Tolhuis - Ham,51.06476,3.73008,Entire home/apt,111,2,121,2021-12-21,1.85,1,158,33,
13649596,Well situated apartment for 4-6 in centre Ghent,5883895,Annelore,,Macharius - Heirnis,51.04769,3.7439,Entire home/apt,90,30,307,2020-03-09,4.59,7,144,0,
13704632,Historic house in center Gent,15300260,"Aron, Dave & Myriam",,Binnenstad,51.05115,3.73138,Entire home/apt,79,2,259,2021-12-19,3.90,3,349,31,
13724927,Modern house close to Ghent city center,351820861,Nathan,,Stationsbuurt Noord,51.03483,3.72723,Entire home/apt,75,2,35,2021-09-20,0.53,1,0,6,
13827261,Spacious Top Floor,982271,Ben,,Elisabethbegijnhof - Papegaai,51.05652,3.7188,Private room,70,2,124,2020-07-19,1.87,1,107,0,
13839827,Spacious home with garden and free parking,17882332,Lori,,Oud Gentbrugge,51.04087,3.75496,Entire home/apt,86,1,78,2021-08-08,1.17,1,23,3,
13888897,Designer suite with large tub close to the station,43570873,Peter,,Stationsbuurt Noord,51.03815,3.70666,Entire home/apt,95,1,153,2021-12-23,2.37,1,76,25,
14053072,"""Little footprint "" - Eco B&B",1734521,Klaartje,,Brugse Poort - Rooigem,51.06347,3.70061,Private room,35,1,49,2021-11-08,0.77,1,150,12,
14227218,BnB Renee - bright apartment near station,86455568,Frederik,,Stationsbuurt Noord,51.03948,3.71806,Entire home/apt,63,7,35,2021-09-23,0.54,2,212,1,
14336210,Historical house in center Ghent,26621819,Tom & Caroline,,Rabot  - Blaisantvest,51.05808,3.71035,Entire home/apt,325,2,3,2019-08-16,0.05,1,0,0,
14417354,"Big trendy loft, free parking, nearby city centre",16289639,Len,,Sluizeken - Tolhuis - Ham,51.06019,3.72922,Entire home/apt,366,3,107,2021-12-09,1.87,1,93,16,
14466061,"Private room with big terras, shower and parking",89142902,Anna,,Binnenstad,51.04075,3.72252,Private room,48,1,474,2021-12-20,7.30,1,328,62,
14541530,Modern gardenhouse (80m²) with terrace and garden,89977974,Erwin,,Mariakerke,51.06805,3.66364,Entire home/apt,94,2,153,2021-11-14,2.89,1,327,25,
14541839,Icarus' Home,40930356,Hilde En Filip,,Dampoort,51.04973,3.74725,Entire home/apt,48,2,176,2021-11-27,2.72,1,47,2,
14721207,Lascars' Guesthouse near city center,29497600,Kris,,Stationsbuurt Zuid,51.02816,3.7231,Entire home/apt,92,1,299,2021-12-06,4.86,1,289,38,
14792281,Modern studio in the city centre,92383374,Bart,,Elisabethbegijnhof - Papegaai,51.05318,3.71724,Entire home/apt,92,3,72,2020-08-04,1.12,1,52,0,
14831444,Private studio Creativo + free bikes,92767961,Kitty,,Mariakerke,51.07756,3.6907,Private room,69,2,40,2021-11-14,0.64,1,365,6,
14877515,Room & ensuite bathroom near Ghent,93264204,Wim,,Dampoort,51.05066,3.76195,Private room,40,1,272,2021-12-06,4.25,1,348,42,
14881274,Private room near Ghent,26806492,Elien & Filip,,Ledeberg,51.03629,3.74342,Private room,40,1,276,2020-09-13,4.28,1,0,0,
14897622,Bright apartment in historic townhouse,6148809,Amaryllis,,Elisabethbegijnhof - Papegaai,51.05608,3.7179,Entire home/apt,60,1,617,2021-12-22,9.66,1,150,93,
14928559,Rooftop apartment,93854999,Yorick,,Ledeberg,51.03476,3.73632,Entire home/apt,85,2,0,,,1,205,0,
